brand_Ford,brand_Volkswagen,car_age,brand_Toyota,usage_intensity,owner,brand_Other,brand_Honda,mileage_power_interaction,engine,mileage,transmission_Manual,km_per_year,brand_Nissan,km_driven,max_power,seller_type_Trustmark Dealer,brand_Hyundai,brand_Renault,fuel_Diesel,brand_Maruti,fuel_Petrol,age_km_interaction,brand_Tata,fuel_LPG,specific_power,seller_type_Individual,selling_price
0,0,1.2133950223137069,0,2,2,0,0,-0.9094195310450736,-0.761350274370072,-0.6174765712986608,1.0,-0.04617187114767,0,0.6054532637368263,-0.6836939079409621,0.0,0,0,0.0,1,1.0,0.948852073087764,0,0.0,-0.10423856027642116,1.0,180000
0,0,-0.6250723853001153,0,1,1,1,0,-0.3309665457249835,-0.10196813135937732,-0.8554452786197055,1.0,-0.4219881139339799,0,-0.6708072970330102,0.2636728021461135,0.0,0,0,0.0,0,1.0,-0.7383926749123312,0,0.0,0.599625231978278,1.0,400000
0,0,0.42548041905064027,0,1,2,0,0,1.1847366144583338,0.8510075205830866,0.6834190287230507,1.0,-0.5389843017335189,0,-0.3389795512328527,0.7689350475258871,0.0,1,0,1.0,0,0.0,-0.22440793223452443,0,0.0,0.07133965646338436,1.0,500000
0,0,3.051862429927529,0,1,2,0,0,-1.832312607038419,-2.0367974853031674,-0.3636432834895463,1.0,-0.7295615095647195,0,0.350201151582859,-1.9910599678611267,0.0,0,0,0.0,1,1.0,1.5737575353100215,0,0.0,-0.7659597849879222,1.0,150000
0,0,-0.6250723853001153,0,2,1,0,0,1.0022743033798314,0.8510075205830866,0.5374648882328097,1.0,1.7002683159181229,0,0.8607053758907937,0.6887246660718483,0.0,1,0,1.0,0,0.0,0.10522969908771637,0,0.0,-0.049490976687988984,1.0,680000
0,0,0.6881186201383291,0,2,2,1,0,-0.7014891336192035,1.1638530628874308,0.04883580920026482,1.0,0.43702044100615706,0,0.8607053758907937,-0.8668514718911304,0.0,0,0,1.0,0,0.0,0.8863615268655383,0,0.0,-2.6641720513031406,1.0,174000
0,0,-0.8877105863878042,0,2,1,0,1,2.34242427832192,1.3419343715837497,1.4766480531265331,1.0,0.15278966915096465,0,-0.4155551848790429,1.3120919613091435,0.0,0,0,1.0,0,0.0,-0.6759021286901055,0,0.0,0.25080153058031773,1.0,950000
0,0,-0.3624341842124264,0,1,1,0,0,0.9180749995139283,0.13868228579781053,1.8224959077664513,1.0,-0.5634718759241201,0,-0.6708072970330102,-0.24158944323366016,0.0,0,0,1.0,1,0.0,-0.6759021286901055,0,0.0,-0.6160019726583185,1.0,525000
0,0,0.42548041905064027,0,2,1,0,0,0.7657490467129713,0.13868228579781053,0.2074816140809613,1.0,-0.07372039211209644,0,0.14599946185968515,0.693145710718921,0.0,0,0,1.0,1,0.0,0.16147119068771953,0,0.0,0.9590898564186019,1.0,600000
0,0,-1.1503487874754932,0,1,1,0,0,0.22414768558829584,-0.09715512301623357,-0.17326831763271003,1.0,-0.24513341144630463,0,-0.7984333531099939,0.3779883851632874,0.0,0,0,0.0,0,1.0,-0.9180529953012302,1,0.0,0.7925447455867444,1.0,500000
