age_km_interaction,seller_type_Trustmark Dealer,brand_Toyota,brand_Ford,fuel_Diesel,mileage_power_interaction,fuel_LPG,usage_intensity,specific_power,transmission_Manual,brand_Nissan,mileage,engine,brand_Maruti,owner,brand_Renault,brand_Honda,brand_Other,max_power,fuel_Petrol,brand_Hyundai,brand_Volkswagen,km_per_year,seller_type_Individual,car_age,km_driven,brand_Tata,selling_price
77000,0.0,0,0,0.0,1844.5,0.0,1,0.090567612687813,1.0,0,17.0,1198.0,0,1,0,0,0,108.5,1.0,0,0,1571.428571428571,0.0,7,11000,1,811000
686000,0.0,0,0,0.0,1558.1439999999998,0.0,1,0.0648310387984981,1.0,0,15.04,1598.0,0,1,0,0,0,103.6,1.0,0,1,3500.0,1.0,14,49000,0,375000
99000,0.0,0,0,0.0,1480.0500000000002,0.0,1,0.0647684605757196,0.0,0,14.3,1598.0,0,1,0,0,1,103.5,1.0,0,0,1222.2222222222222,0.0,9,11000,0,645000
144000,0.0,0,0,0.0,1814.28,0.0,1,0.077688710754843,0.0,0,15.6,1497.0,0,1,0,1,0,116.3,1.0,0,0,2250.0,0.0,8,18000,0,875000
57924,0.0,1,0,0.0,1600.0079999999998,0.0,1,0.0683375104427736,0.0,0,19.56,1197.0,0,1,0,0,0,81.8,1.0,0,0,1609.0,0.0,6,9654,0,894999
154000,0.0,0,0,0.0,1605.8475,0.0,1,0.0671843687374749,1.0,0,23.95,998.0,1,1,0,0,0,67.05,1.0,0,0,785.7142857142857,0.0,14,11000,0,175000
315900,0.0,0,0,0.0,1734.978,0.0,1,0.0683375104427736,1.0,0,21.21,1197.0,1,1,0,0,0,81.8,1.0,0,0,1869.2307692307693,0.0,13,24300,0,340000
56000,0.0,0,0,1.0,2332.75,0.0,1,0.0724782899131596,0.0,0,21.5,1497.0,0,1,0,0,0,108.5,0.0,0,0,1142.857142857143,0.0,7,8000,1,1025000
1400000,0.0,0,0,1.0,2127.944,0.0,2,0.0648310387984981,1.0,0,20.54,1598.0,0,2,0,0,0,103.6,0.0,0,1,7142.857142857143,1.0,14,100000,0,300000
66500,0.0,0,1,0.0,1576.288,0.0,1,0.0725752508361204,1.0,0,18.16,1196.0,0,1,0,0,0,86.8,1.0,0,0,1357.142857142857,1.0,7,9500,0,575000
1680000,0.0,0,1,1.0,1360.0,0.0,2,0.0486061472480343,1.0,0,20.0,1399.0,0,1,0,0,0,68.0,0.0,0,0,8571.42857142857,1.0,14,120000,0,160000
366000,0.0,0,0,0.0,1668.7199999999998,0.0,1,0.0683375104427736,1.0,0,20.4,1197.0,1,1,0,0,0,81.8,1.0,0,0,3660.0,1.0,10,36600,0,515000
500000,0.0,0,0,0.0,1374.17,0.0,1,0.0671342685370741,0.0,0,20.51,998.0,1,2,0,0,0,67.0,1.0,0,0,5000.0,1.0,10,50000,0,390000
